date,keyword,search_index,pc_index,mobile_index,is_weekend,source_label
2023-10-12,北戴河,1294,304,990,0,friend_archive_baidu_index
2023-10-13,北戴河,1258,271,987,0,friend_archive_baidu_index
2023-10-14,北戴河,1158,184,974,1,friend_archive_baidu_index
2023-10-15,北戴河,1178,191,987,1,friend_archive_baidu_index
2023-10-16,北戴河,1269,301,968,0,friend_archive_baidu_index
2023-10-17,北戴河,1226,284,942,0,friend_archive_baidu_index
2023-10-18,北戴河,1195,273,922,0,friend_archive_baidu_index
2023-10-19,北戴河,1200,282,918,0,friend_archive_baidu_index
2023-10-20,北戴河,1154,262,892,0,friend_archive_baidu_index
2023-10-21,北戴河,1063,154,909,1,friend_archive_baidu_index
2023-10-22,北戴河,1056,151,905,1,friend_archive_baidu_index
2023-10-23,北戴河,1187,310,877,0,friend_archive_baidu_index
2023-10-24,北戴河,1166,301,865,0,friend_archive_baidu_index
2023-10-25,北戴河,1135,276,859,0,friend_archive_baidu_index
2023-10-26,北戴河,1128,273,855,0,friend_archive_baidu_index
2023-10-27,北戴河,1468,445,1023,0,friend_archive_baidu_index
2023-10-28,北戴河,1174,216,958,1,friend_archive_baidu_index
2023-10-29,北戴河,1095,170,925,1,friend_archive_baidu_index
2023-10-30,北戴河,1241,327,914,0,friend_archive_baidu_index
2023-10-31,北戴河,1211,321,890,0,friend_archive_baidu_index
2023-11-01,北戴河,1259,319,940,0,friend_archive_baidu_index
2023-11-02,北戴河,1172,296,876,0,friend_archive_baidu_index
2023-11-03,北戴河,1267,340,927,0,friend_archive_baidu_index
2023-11-04,北戴河,1058,163,895,1,friend_archive_baidu_index
2023-11-05,北戴河,1108,207,901,1,friend_archive_baidu_index
2023-11-06,北戴河,1167,285,882,0,friend_archive_baidu_index
2023-11-07,北戴河,1123,256,867,0,friend_archive_baidu_index
2023-11-08,北戴河,1146,268,878,0,friend_archive_baidu_index
2023-11-09,北戴河,1167,291,876,0,friend_archive_baidu_index
2023-11-10,北戴河,1169,257,912,0,friend_archive_baidu_index
2023-11-11,北戴河,1064,151,913,1,friend_archive_baidu_index
2023-11-12,北戴河,1025,151,874,1,friend_archive_baidu_index
2023-11-13,北戴河,1092,245,847,0,friend_archive_baidu_index
2023-11-14,北戴河,1138,264,874,0,friend_archive_baidu_index
2023-11-15,北戴河,1057,236,821,0,friend_archive_baidu_index
2023-11-16,北戴河,1055,251,804,0,friend_archive_baidu_index
2023-11-17,北戴河,1087,223,864,0,friend_archive_baidu_index
2023-11-18,北戴河,1015,140,875,1,friend_archive_baidu_index
2023-11-19,北戴河,995,129,866,1,friend_archive_baidu_index
2023-11-20,北戴河,1129,240,889,0,friend_archive_baidu_index
2023-11-21,北戴河,1109,236,873,0,friend_archive_baidu_index
2023-11-22,北戴河,1075,220,855,0,friend_archive_baidu_index
2023-11-23,北戴河,1096,239,857,0,friend_archive_baidu_index
2023-11-24,北戴河,1050,188,862,0,friend_archive_baidu_index
2023-11-25,北戴河,1010,127,883,1,friend_archive_baidu_index
2023-11-26,北戴河,1208,166,1042,1,friend_archive_baidu_index
2023-11-27,北戴河,1104,225,879,0,friend_archive_baidu_index
2023-11-28,北戴河,1104,251,853,0,friend_archive_baidu_index
2023-11-29,北戴河,1116,231,885,0,friend_archive_baidu_index
2023-11-30,北戴河,1132,245,887,0,friend_archive_baidu_index
2023-12-01,北戴河,1125,212,913,0,friend_archive_baidu_index
2023-12-02,北戴河,1039,157,882,1,friend_archive_baidu_index
2023-12-03,北戴河,1055,139,916,1,friend_archive_baidu_index
2023-12-04,北戴河,1094,225,869,0,friend_archive_baidu_index
2023-12-05,北戴河,1120,239,881,0,friend_archive_baidu_index
2023-12-06,北戴河,1133,253,880,0,friend_archive_baidu_index
2023-12-07,北戴河,1087,231,856,0,friend_archive_baidu_index
2023-12-08,北戴河,1085,218,867,0,friend_archive_baidu_index
2023-12-09,北戴河,997,151,846,1,friend_archive_baidu_index
2023-12-10,北戴河,1033,146,887,1,friend_archive_baidu_index
2023-12-11,北戴河,992,273,719,0,friend_archive_baidu_index
2023-12-12,北戴河,780,223,557,0,friend_archive_baidu_index
2023-12-13,北戴河,1068,250,818,0,friend_archive_baidu_index
2023-12-14,北戴河,1086,247,839,0,friend_archive_baidu_index
2023-12-15,北戴河,1039,191,848,0,friend_archive_baidu_index
2023-12-16,北戴河,992,159,833,1,friend_archive_baidu_index
2023-12-17,北戴河,1003,133,870,1,friend_archive_baidu_index
2023-12-18,北戴河,1049,197,852,0,friend_archive_baidu_index
2023-12-19,北戴河,1009,198,811,0,friend_archive_baidu_index
2023-12-20,北戴河,1036,218,818,0,friend_archive_baidu_index
2023-12-21,北戴河,1142,270,872,0,friend_archive_baidu_index
2023-12-22,北戴河,1062,195,867,0,friend_archive_baidu_index
2023-12-23,北戴河,1000,144,856,1,friend_archive_baidu_index
2023-12-24,北戴河,963,123,840,1,friend_archive_baidu_index
2023-12-25,北戴河,1052,219,833,0,friend_archive_baidu_index
2023-12-26,北戴河,1130,248,882,0,friend_archive_baidu_index
2023-12-27,北戴河,1117,250,867,0,friend_archive_baidu_index
2023-12-28,北戴河,1129,247,882,0,friend_archive_baidu_index
2023-12-29,北戴河,1095,219,876,0,friend_archive_baidu_index
2023-12-30,北戴河,1032,144,888,1,friend_archive_baidu_index
2023-12-31,北戴河,978,123,855,1,friend_archive_baidu_index
2024-01-01,北戴河,983,125,858,0,friend_archive_baidu_index
2024-01-02,北戴河,921,209,712,0,friend_archive_baidu_index
2024-01-03,北戴河,1090,243,847,0,friend_archive_baidu_index
2024-01-04,北戴河,1066,212,854,0,friend_archive_baidu_index
2024-01-05,北戴河,1060,207,853,0,friend_archive_baidu_index
2024-01-06,北戴河,1022,139,883,1,friend_archive_baidu_index
2024-01-07,北戴河,1034,158,876,1,friend_archive_baidu_index
2024-01-08,北戴河,1075,201,874,0,friend_archive_baidu_index
2024-01-09,北戴河,1055,208,847,0,friend_archive_baidu_index
2024-01-10,北戴河,1093,237,856,0,friend_archive_baidu_index
2024-01-11,北戴河,994,218,776,0,friend_archive_baidu_index
2024-01-12,北戴河,1041,193,848,0,friend_archive_baidu_index
2024-01-13,北戴河,1010,131,879,1,friend_archive_baidu_index
2024-01-14,北戴河,1047,163,884,1,friend_archive_baidu_index
2024-01-15,北戴河,1122,271,851,0,friend_archive_baidu_index
2024-01-16,北戴河,1069,228,841,0,friend_archive_baidu_index
2024-01-17,北戴河,1080,229,851,0,friend_archive_baidu_index
2024-01-18,北戴河,1064,204,860,0,friend_archive_baidu_index
2024-01-19,北戴河,1036,193,843,0,friend_archive_baidu_index
2024-01-20,北戴河,1009,158,851,1,friend_archive_baidu_index
2024-01-21,北戴河,1009,144,865,1,friend_archive_baidu_index
2024-01-22,北戴河,1002,193,809,0,friend_archive_baidu_index
2024-01-23,北戴河,1094,236,858,0,friend_archive_baidu_index
2024-01-24,北戴河,1023,208,815,0,friend_archive_baidu_index
2024-01-25,北戴河,980,198,782,0,friend_archive_baidu_index
2024-01-26,北戴河,1006,197,809,0,friend_archive_baidu_index
2024-01-27,北戴河,980,137,843,1,friend_archive_baidu_index
2024-01-28,北戴河,989,142,847,1,friend_archive_baidu_index
2024-01-29,北戴河,1018,229,789,0,friend_archive_baidu_index
2024-01-30,北戴河,1058,202,856,0,friend_archive_baidu_index
2024-01-31,北戴河,1051,207,844,0,friend_archive_baidu_index
2024-02-01,北戴河,1034,209,825,0,friend_archive_baidu_index
2024-02-02,北戴河,1043,197,846,0,friend_archive_baidu_index
2024-02-03,北戴河,974,127,847,1,friend_archive_baidu_index
2024-02-04,北戴河,1072,218,854,1,friend_archive_baidu_index
2024-02-05,北戴河,1036,194,842,0,friend_archive_baidu_index
2024-02-06,北戴河,1133,270,863,0,friend_archive_baidu_index
2024-02-07,北戴河,1009,159,850,0,friend_archive_baidu_index
2024-02-08,北戴河,1023,157,866,0,friend_archive_baidu_index
2024-02-09,北戴河,997,91,906,0,friend_archive_baidu_index
2024-02-10,北戴河,981,104,877,1,friend_archive_baidu_index
2024-02-11,北戴河,1012,108,904,1,friend_archive_baidu_index
2024-02-12,北戴河,1020,93,927,0,friend_archive_baidu_index
2024-02-13,北戴河,1088,123,965,0,friend_archive_baidu_index
2024-02-14,北戴河,1063,106,957,0,friend_archive_baidu_index
2024-02-15,北戴河,1097,142,955,0,friend_archive_baidu_index
2024-02-16,北戴河,1080,137,943,0,friend_archive_baidu_index
2024-02-17,北戴河,1021,114,907,1,friend_archive_baidu_index
2024-02-18,北戴河,1155,243,912,1,friend_archive_baidu_index
2024-02-19,北戴河,1149,268,881,0,friend_archive_baidu_index
2024-02-20,北戴河,1151,251,900,0,friend_archive_baidu_index
2024-02-21,北戴河,1144,259,885,0,friend_archive_baidu_index
2024-02-22,北戴河,1090,218,872,0,friend_archive_baidu_index
2024-02-23,北戴河,1094,236,858,0,friend_archive_baidu_index
2024-02-24,北戴河,1003,125,878,1,friend_archive_baidu_index
2024-02-25,北戴河,996,129,867,1,friend_archive_baidu_index
2024-02-26,北戴河,1146,265,881,0,friend_archive_baidu_index
2024-02-27,北戴河,1127,247,880,0,friend_archive_baidu_index
2024-02-28,北戴河,1155,281,874,0,friend_archive_baidu_index
2024-02-29,北戴河,1114,254,860,0,friend_archive_baidu_index
2024-03-01,北戴河,1151,276,875,0,friend_archive_baidu_index
2024-03-02,北戴河,1053,158,895,1,friend_archive_baidu_index
2024-03-03,北戴河,1033,148,885,1,friend_archive_baidu_index
2024-03-04,北戴河,1191,282,909,0,friend_archive_baidu_index
2024-03-05,北戴河,1173,262,911,0,friend_archive_baidu_index
2024-03-06,北戴河,1200,318,882,0,friend_archive_baidu_index
2024-03-07,北戴河,1174,276,898,0,friend_archive_baidu_index
2024-03-08,北戴河,1127,243,884,0,friend_archive_baidu_index
2024-03-09,北戴河,1037,157,880,1,friend_archive_baidu_index
2024-03-10,北戴河,1057,140,917,1,friend_archive_baidu_index
2024-03-11,北戴河,1224,291,933,0,friend_archive_baidu_index
2024-03-12,北戴河,1152,250,902,0,friend_archive_baidu_index
2024-03-13,北戴河,1200,276,924,0,friend_archive_baidu_index
2024-03-14,北戴河,1219,295,924,0,friend_archive_baidu_index
2024-03-15,北戴河,1235,299,936,0,friend_archive_baidu_index
2024-03-16,北戴河,1080,170,910,1,friend_archive_baidu_index
2024-03-17,北戴河,1084,158,926,1,friend_archive_baidu_index
2024-03-18,北戴河,1247,309,938,0,friend_archive_baidu_index
2024-03-19,北戴河,1251,312,939,0,friend_archive_baidu_index
2024-03-20,北戴河,1257,299,958,0,friend_archive_baidu_index
2024-03-21,北戴河,1217,279,938,0,friend_archive_baidu_index
2024-03-22,北戴河,1191,240,951,0,friend_archive_baidu_index
2024-03-23,北戴河,1092,165,927,1,friend_archive_baidu_index
2024-03-24,北戴河,1068,152,916,1,friend_archive_baidu_index
2024-03-25,北戴河,1250,327,923,0,friend_archive_baidu_index
2024-03-26,北戴河,1271,333,938,0,friend_archive_baidu_index
2024-03-27,北戴河,1284,344,940,0,friend_archive_baidu_index
2024-03-28,北戴河,1257,327,930,0,friend_archive_baidu_index
2024-03-29,北戴河,1227,293,934,0,friend_archive_baidu_index
2024-03-30,北戴河,1100,168,932,1,friend_archive_baidu_index
2024-03-31,北戴河,1095,162,933,1,friend_archive_baidu_index
2024-04-01,北戴河,1335,377,958,0,friend_archive_baidu_index
2024-04-02,北戴河,1357,399,958,0,friend_archive_baidu_index
2024-04-03,北戴河,1557,453,1104,0,friend_archive_baidu_index
2024-04-04,北戴河,1300,180,1120,0,friend_archive_baidu_index
2024-04-05,北戴河,1595,187,1408,0,friend_archive_baidu_index
2024-04-06,北戴河,1749,284,1465,1,friend_archive_baidu_index
2024-04-07,北戴河,2602,577,2025,1,friend_archive_baidu_index
2024-04-08,北戴河,2186,504,1682,0,friend_archive_baidu_index
2024-04-09,北戴河,2009,512,1497,0,friend_archive_baidu_index
2024-04-10,北戴河,2017,436,1581,0,friend_archive_baidu_index
2024-04-11,北戴河,1484,443,1041,0,friend_archive_baidu_index
2024-04-12,北戴河,1851,417,1434,0,friend_archive_baidu_index
2024-04-13,北戴河,1580,188,1392,1,friend_archive_baidu_index
2024-04-14,北戴河,1578,220,1358,1,friend_archive_baidu_index
2024-04-15,北戴河,1804,482,1322,0,friend_archive_baidu_index
2024-04-16,北戴河,2037,504,1533,0,friend_archive_baidu_index
2024-04-17,北戴河,2026,558,1468,0,friend_archive_baidu_index
2024-04-18,北戴河,1994,540,1454,0,friend_archive_baidu_index
2024-04-19,北戴河,1892,457,1435,0,friend_archive_baidu_index
2024-04-20,北戴河,1364,183,1181,1,friend_archive_baidu_index
2024-04-21,北戴河,1706,195,1511,1,friend_archive_baidu_index
2024-04-22,北戴河,1811,453,1358,0,friend_archive_baidu_index
2024-04-23,北戴河,1654,433,1221,0,friend_archive_baidu_index
2024-04-24,北戴河,1686,462,1224,0,friend_archive_baidu_index
2024-04-25,北戴河,1918,448,1470,0,friend_archive_baidu_index
2024-04-26,北戴河,1709,437,1272,0,friend_archive_baidu_index
2024-04-27,北戴河,1773,228,1545,1,friend_archive_baidu_index
2024-04-28,北戴河,2166,591,1575,1,friend_archive_baidu_index
2024-04-29,北戴河,1883,566,1317,0,friend_archive_baidu_index
2024-04-30,北戴河,2857,667,2190,0,friend_archive_baidu_index
2024-05-01,北戴河,2626,209,2417,0,friend_archive_baidu_index
2024-05-02,北戴河,2313,200,2113,0,friend_archive_baidu_index
2024-05-03,北戴河,1992,194,1798,0,friend_archive_baidu_index
2024-05-04,北戴河,1744,183,1561,1,friend_archive_baidu_index
2024-05-05,北戴河,1640,226,1414,1,friend_archive_baidu_index
2024-05-06,北戴河,2062,577,1485,0,friend_archive_baidu_index
2024-05-07,北戴河,1728,467,1261,0,friend_archive_baidu_index
2024-05-08,北戴河,1389,405,984,0,friend_archive_baidu_index
2024-05-09,北戴河,1576,378,1198,0,friend_archive_baidu_index
2024-05-10,北戴河,1624,406,1218,0,friend_archive_baidu_index
2024-05-11,北戴河,1615,375,1240,1,friend_archive_baidu_index
2024-05-12,北戴河,1246,186,1060,1,friend_archive_baidu_index
2024-05-13,北戴河,1768,479,1289,0,friend_archive_baidu_index
2024-05-14,北戴河,1574,445,1129,0,friend_archive_baidu_index
2024-05-15,北戴河,1717,450,1267,0,friend_archive_baidu_index
2024-05-16,北戴河,1728,447,1281,0,friend_archive_baidu_index
2024-05-17,北戴河,1772,443,1329,0,friend_archive_baidu_index
2024-05-18,北戴河,1461,201,1260,1,friend_archive_baidu_index
2024-05-19,北戴河,1493,195,1298,1,friend_archive_baidu_index
2024-05-20,北戴河,1612,490,1122,0,friend_archive_baidu_index
2024-05-21,北戴河,1765,580,1185,0,friend_archive_baidu_index
2024-05-22,北戴河,1702,496,1206,0,friend_archive_baidu_index
2024-05-23,北戴河,1930,532,1398,0,friend_archive_baidu_index
2024-05-24,北戴河,1755,439,1316,0,friend_archive_baidu_index
2024-05-25,北戴河,1518,226,1292,1,friend_archive_baidu_index
2024-05-26,北戴河,1531,215,1316,1,friend_archive_baidu_index
2024-05-27,北戴河,1841,524,1317,0,friend_archive_baidu_index
2024-05-28,北戴河,1754,518,1236,0,friend_archive_baidu_index
2024-05-29,北戴河,1715,540,1175,0,friend_archive_baidu_index
2024-05-30,北戴河,1745,493,1252,0,friend_archive_baidu_index
2024-05-31,北戴河,1771,501,1270,0,friend_archive_baidu_index
2024-06-01,北戴河,1424,228,1196,1,friend_archive_baidu_index
2024-06-02,北戴河,1612,188,1424,1,friend_archive_baidu_index
2024-06-03,北戴河,2248,684,1564,0,friend_archive_baidu_index
2024-06-04,北戴河,2188,614,1574,0,friend_archive_baidu_index
2024-06-05,北戴河,2139,592,1547,0,friend_archive_baidu_index
2024-06-06,北戴河,2264,644,1620,0,friend_archive_baidu_index
2024-06-07,北戴河,2427,594,1833,0,friend_archive_baidu_index
2024-06-08,北戴河,1932,228,1704,1,friend_archive_baidu_index
2024-06-09,北戴河,1865,201,1664,1,friend_archive_baidu_index
2024-06-10,北戴河,1753,208,1545,0,friend_archive_baidu_index
2024-06-11,北戴河,2329,685,1644,0,friend_archive_baidu_index
2024-06-12,北戴河,2412,658,1754,0,friend_archive_baidu_index
2024-06-13,北戴河,2229,665,1564,0,friend_archive_baidu_index
2024-06-14,北戴河,2245,586,1659,0,friend_archive_baidu_index
2024-06-15,北戴河,1973,253,1720,1,friend_archive_baidu_index
2024-06-16,北戴河,1918,248,1670,1,friend_archive_baidu_index
2024-06-17,北戴河,2577,710,1867,0,friend_archive_baidu_index
2024-06-18,北戴河,2443,648,1795,0,friend_archive_baidu_index
2024-06-19,北戴河,2610,639,1971,0,friend_archive_baidu_index
2024-06-20,北戴河,2688,659,2029,0,friend_archive_baidu_index
2024-06-21,北戴河,2645,647,1998,0,friend_archive_baidu_index
2024-06-22,北戴河,2263,270,1993,1,friend_archive_baidu_index
2024-06-23,北戴河,2105,234,1871,1,friend_archive_baidu_index
2024-06-24,北戴河,2902,788,2114,0,friend_archive_baidu_index
2024-06-25,北戴河,2524,741,1783,0,friend_archive_baidu_index
2024-06-26,北戴河,2952,710,2242,0,friend_archive_baidu_index
2024-06-27,北戴河,3025,775,2250,0,friend_archive_baidu_index
2024-06-28,北戴河,2845,765,2080,0,friend_archive_baidu_index
2024-06-29,北戴河,3158,375,2783,1,friend_archive_baidu_index
2024-06-30,北戴河,3162,305,2857,1,friend_archive_baidu_index
2024-07-01,北戴河,3840,852,2988,0,friend_archive_baidu_index
2024-07-02,北戴河,3507,844,2663,0,friend_archive_baidu_index
2024-07-03,北戴河,3679,844,2835,0,friend_archive_baidu_index
2024-07-04,北戴河,3605,844,2761,0,friend_archive_baidu_index
2024-07-05,北戴河,3966,842,3124,0,friend_archive_baidu_index
2024-07-06,北戴河,3165,299,2866,1,friend_archive_baidu_index
2024-07-07,北戴河,3164,295,2869,1,friend_archive_baidu_index
2024-07-08,北戴河,4007,870,3137,0,friend_archive_baidu_index
2024-07-09,北戴河,3801,868,2933,0,friend_archive_baidu_index
2024-07-10,北戴河,3626,842,2784,0,friend_archive_baidu_index
2024-07-11,北戴河,3957,872,3085,0,friend_archive_baidu_index
2024-07-12,北戴河,4130,841,3289,0,friend_archive_baidu_index
2024-07-13,北戴河,3211,310,2901,1,friend_archive_baidu_index
2024-07-14,北戴河,3276,316,2960,1,friend_archive_baidu_index
2024-07-15,北戴河,4200,875,3325,0,friend_archive_baidu_index
2024-07-16,北戴河,3983,852,3131,0,friend_archive_baidu_index
2024-07-17,北戴河,4346,858,3488,0,friend_archive_baidu_index
2024-07-18,北戴河,4736,866,3870,0,friend_archive_baidu_index
2024-07-19,北戴河,4971,844,4127,0,friend_archive_baidu_index
2024-07-20,北戴河,4266,350,3916,1,friend_archive_baidu_index
2024-07-21,北戴河,4204,315,3889,1,friend_archive_baidu_index
2024-07-22,北戴河,5001,891,4110,0,friend_archive_baidu_index
2024-07-23,北戴河,4960,879,4081,0,friend_archive_baidu_index
2024-07-24,北戴河,4853,870,3983,0,friend_archive_baidu_index
2024-07-25,北戴河,4056,848,3208,0,friend_archive_baidu_index
2024-07-26,北戴河,4114,825,3289,0,friend_archive_baidu_index
2024-07-27,北戴河,3524,375,3149,1,friend_archive_baidu_index
2024-07-28,北戴河,3380,349,3031,1,friend_archive_baidu_index
2024-07-29,北戴河,4369,928,3441,0,friend_archive_baidu_index
2024-07-30,北戴河,4242,870,3372,0,friend_archive_baidu_index
2024-07-31,北戴河,4365,856,3509,0,friend_archive_baidu_index
2024-08-01,北戴河,4439,819,3620,0,friend_archive_baidu_index
2024-08-02,北戴河,4508,858,3650,0,friend_archive_baidu_index
2024-08-03,北戴河,4778,515,4263,1,friend_archive_baidu_index
2024-08-04,北戴河,5893,668,5225,1,friend_archive_baidu_index
2024-08-05,北戴河,6680,992,5688,0,friend_archive_baidu_index
2024-08-06,北戴河,5566,992,4574,0,friend_archive_baidu_index
2024-08-07,北戴河,5201,903,4298,0,friend_archive_baidu_index
2024-08-08,北戴河,4901,878,4023,0,friend_archive_baidu_index
2024-08-09,北戴河,5688,1101,4587,0,friend_archive_baidu_index
2024-08-10,北戴河,4777,605,4172,1,friend_archive_baidu_index
2024-08-11,北戴河,4893,591,4302,1,friend_archive_baidu_index
2024-08-12,北戴河,5969,1036,4933,0,friend_archive_baidu_index
2024-08-13,北戴河,5889,1029,4860,0,friend_archive_baidu_index
2024-08-14,北戴河,5263,1079,4184,0,friend_archive_baidu_index
2024-08-15,北戴河,5358,1083,4275,0,friend_archive_baidu_index
2024-08-16,北戴河,4593,916,3677,0,friend_archive_baidu_index
2024-08-17,北戴河,4291,586,3705,1,friend_archive_baidu_index
2024-08-18,北戴河,4368,547,3821,1,friend_archive_baidu_index
2024-08-19,北戴河,4878,942,3936,0,friend_archive_baidu_index
2024-08-20,北戴河,4283,861,3422,0,friend_archive_baidu_index
2024-08-21,北戴河,3679,777,2902,0,friend_archive_baidu_index
2024-08-22,北戴河,3314,699,2615,0,friend_archive_baidu_index
2024-08-23,北戴河,3202,653,2549,0,friend_archive_baidu_index
2024-08-24,北戴河,2423,250,2173,1,friend_archive_baidu_index
2024-08-25,北戴河,2212,187,2025,1,friend_archive_baidu_index
2024-08-26,北戴河,2587,600,1987,0,friend_archive_baidu_index
2024-08-27,北戴河,2482,592,1890,0,friend_archive_baidu_index
2024-08-28,北戴河,2318,495,1823,0,friend_archive_baidu_index
2024-08-29,北戴河,2166,462,1704,0,friend_archive_baidu_index
2024-08-30,北戴河,2057,541,1516,0,friend_archive_baidu_index
2024-08-31,北戴河,1745,236,1509,1,friend_archive_baidu_index
2024-09-01,北戴河,1560,194,1366,1,friend_archive_baidu_index
2024-09-02,北戴河,1946,537,1409,0,friend_archive_baidu_index
2024-09-03,北戴河,1890,451,1439,0,friend_archive_baidu_index
2024-09-04,北戴河,1729,428,1301,0,friend_archive_baidu_index
2024-09-05,北戴河,1633,391,1242,0,friend_archive_baidu_index
2024-09-06,北戴河,1710,395,1315,0,friend_archive_baidu_index
2024-09-07,北戴河,1484,180,1304,1,friend_archive_baidu_index
2024-09-08,北戴河,1475,184,1291,1,friend_archive_baidu_index
2024-09-09,北戴河,1815,461,1354,0,friend_archive_baidu_index
2024-09-10,北戴河,1562,375,1187,0,friend_archive_baidu_index
2024-09-11,北戴河,1583,425,1158,0,friend_archive_baidu_index
2024-09-12,北戴河,1651,426,1225,0,friend_archive_baidu_index
2024-09-13,北戴河,1523,403,1120,0,friend_archive_baidu_index
2024-09-14,北戴河,1552,392,1160,1,friend_archive_baidu_index
2024-09-15,北戴河,1380,177,1203,1,friend_archive_baidu_index
2024-09-16,北戴河,1334,169,1165,0,friend_archive_baidu_index
2024-09-17,北戴河,1377,166,1211,0,friend_archive_baidu_index
2024-09-18,北戴河,1579,399,1180,0,friend_archive_baidu_index
2024-09-19,北戴河,1675,451,1224,0,friend_archive_baidu_index
2024-09-20,北戴河,1457,335,1122,0,friend_archive_baidu_index
2024-09-21,北戴河,1301,172,1129,1,friend_archive_baidu_index
2024-09-22,北戴河,1315,139,1176,1,friend_archive_baidu_index
2024-09-23,北戴河,1484,371,1113,0,friend_archive_baidu_index
2024-09-24,北戴河,1430,355,1075,0,friend_archive_baidu_index
2024-09-25,北戴河,1349,350,999,0,friend_archive_baidu_index
2024-09-26,北戴河,1325,333,992,0,friend_archive_baidu_index
2024-09-27,北戴河,1361,347,1014,0,friend_archive_baidu_index
2024-09-28,北戴河,1185,197,988,1,friend_archive_baidu_index
2024-09-29,北戴河,1377,366,1011,1,friend_archive_baidu_index
2024-09-30,北戴河,1401,293,1108,0,friend_archive_baidu_index
2024-10-01,北戴河,1495,159,1336,0,friend_archive_baidu_index
2024-10-02,北戴河,1424,155,1269,0,friend_archive_baidu_index
2024-10-03,北戴河,1440,158,1282,0,friend_archive_baidu_index
2024-10-04,北戴河,1311,168,1143,0,friend_archive_baidu_index
2024-10-05,北戴河,1173,162,1011,1,friend_archive_baidu_index
2024-10-06,北戴河,1150,183,967,1,friend_archive_baidu_index
2024-10-07,北戴河,1131,165,966,0,friend_archive_baidu_index
2024-10-08,北戴河,1244,309,935,0,friend_archive_baidu_index
2024-10-09,北戴河,1200,295,905,0,friend_archive_baidu_index
2024-10-10,北戴河,1128,231,897,0,friend_archive_baidu_index
2024-10-11,北戴河,1157,262,895,0,friend_archive_baidu_index
2024-10-12,北戴河,1131,245,886,1,friend_archive_baidu_index
2024-10-13,北戴河,1043,159,884,1,friend_archive_baidu_index
2024-10-14,北戴河,1222,310,912,0,friend_archive_baidu_index
2024-10-15,北戴河,1191,305,886,0,friend_archive_baidu_index
2024-10-16,北戴河,1168,284,884,0,friend_archive_baidu_index
2024-10-17,北戴河,1119,231,888,0,friend_archive_baidu_index
2024-10-18,北戴河,1128,265,863,0,friend_archive_baidu_index
2024-10-19,北戴河,1019,166,853,1,friend_archive_baidu_index
2024-10-20,北戴河,1036,151,885,1,friend_archive_baidu_index
2024-10-21,北戴河,1157,264,893,0,friend_archive_baidu_index
2024-10-22,北戴河,1095,228,867,0,friend_archive_baidu_index
2024-10-23,北戴河,1113,237,876,0,friend_archive_baidu_index
2024-10-24,北戴河,1112,257,855,0,friend_archive_baidu_index
2024-10-25,北戴河,1072,211,861,0,friend_archive_baidu_index
2024-10-26,北戴河,973,120,853,1,friend_archive_baidu_index
2024-10-27,北戴河,948,95,853,1,friend_archive_baidu_index
2024-10-28,北戴河,1090,245,845,0,friend_archive_baidu_index
2024-10-29,北戴河,1047,204,843,0,friend_archive_baidu_index
2024-10-30,北戴河,1109,250,859,0,friend_archive_baidu_index
2024-10-31,北戴河,1033,215,818,0,friend_archive_baidu_index
2024-11-01,北戴河,1037,197,840,0,friend_archive_baidu_index
2024-11-02,北戴河,978,131,847,1,friend_archive_baidu_index
2024-11-03,北戴河,931,102,829,1,friend_archive_baidu_index
2024-11-04,北戴河,1061,218,843,0,friend_archive_baidu_index
2024-11-05,北戴河,1030,207,823,0,friend_archive_baidu_index
2024-11-06,北戴河,1025,213,812,0,friend_archive_baidu_index
2024-11-07,北戴河,1026,191,835,0,friend_archive_baidu_index
2024-11-08,北戴河,1030,209,821,0,friend_archive_baidu_index
2024-11-09,北戴河,870,125,745,1,friend_archive_baidu_index
2024-11-10,北戴河,920,91,829,1,friend_archive_baidu_index
2024-11-11,北戴河,999,201,798,0,friend_archive_baidu_index
2024-11-12,北戴河,1047,204,843,0,friend_archive_baidu_index
2024-11-13,北戴河,1109,256,853,0,friend_archive_baidu_index
2024-11-14,北戴河,1047,204,843,0,friend_archive_baidu_index
2024-11-15,北戴河,967,197,770,0,friend_archive_baidu_index
2024-11-16,北戴河,965,133,832,1,friend_archive_baidu_index
2024-11-17,北戴河,940,106,834,1,friend_archive_baidu_index
2024-11-18,北戴河,1016,212,804,0,friend_archive_baidu_index
2024-11-19,北戴河,1032,220,812,0,friend_archive_baidu_index
2024-11-20,北戴河,1042,212,830,0,friend_archive_baidu_index
2024-11-21,北戴河,1034,209,825,0,friend_archive_baidu_index
2024-11-22,北戴河,1004,204,800,0,friend_archive_baidu_index
2024-11-23,北戴河,875,152,723,1,friend_archive_baidu_index
2024-11-24,北戴河,869,121,748,1,friend_archive_baidu_index
2024-11-25,北戴河,1074,229,845,0,friend_archive_baidu_index
2024-11-26,北戴河,1092,250,842,0,friend_archive_baidu_index
2024-11-27,北戴河,961,202,759,0,friend_archive_baidu_index
2024-11-28,北戴河,1026,197,829,0,friend_archive_baidu_index
2024-11-29,北戴河,980,190,790,0,friend_archive_baidu_index
2024-11-30,北戴河,955,144,811,1,friend_archive_baidu_index
2024-12-01,北戴河,969,127,842,1,friend_archive_baidu_index
2024-12-02,北戴河,986,186,800,0,friend_archive_baidu_index
