date,region_code,baseline_visitors,scenario_visitors,baseline_service_gap,baseline_shuttle_vehicles,reoptimized_shuttle_vehicles,baseline_staff_shifts,reoptimized_staff_shifts,reoptimized_temporary_spaces,reoptimized_relative_cost,reoptimized_experience_loss,scenario_status,scenario_name
2026-06-01,SHG,15424.12063915812,15424.12063915812,0.0,3,3.0,35,35.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-02,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-03,SHG,11264.155908227076,11264.155908227076,0.0,2,2.0,25,25.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-04,SHG,16060.222255872868,16060.222255872868,0.0,3,3.0,36,36.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-05,SHG,16365.093265376325,16365.093265376325,0.0,3,3.0,37,37.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-06,SHG,43473.71269973572,43473.71269973572,0.10177958164221042,7,7.0,95,95.0,0.0,2.2,0.2748048704339682,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-07,SHG,44378.07982305108,44378.07982305108,0.1064545732639951,7,7.0,97,97.0,0.0,2.2,0.2874273478127868,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-08,SHG,21170.61695884725,21170.61695884725,0.0,4,4.0,47,47.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-09,SHG,19290.975287940622,19290.975287940622,0.0,4,4.0,43,43.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-10,SHG,23237.020779424343,23237.020779424343,0.0,4,4.0,52,52.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-11,SHG,22404.64083219365,22404.64083219365,0.0,4,4.0,50,50.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-12,SHG,30265.84656109042,30265.84656109042,0.0007473841554559044,5,5.0,67,67.0,0.0,2.2,0.002017937219730942,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-13,SHG,63519.75431841994,63519.75431841994,0.17482368027356274,10,10.0,138,138.0,0.0,2.2,0.47202393673861937,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-14,SHG,63304.20131071428,63304.20131071428,0.17431389365351632,10,10.0,138,138.0,0.0,2.2,0.4706475128644941,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-15,SHG,26511.18207031861,26511.18207031861,0.0,5,5.0,59,59.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-16,SHG,25923.0696387793,25923.0696387793,0.0,5,5.0,58,58.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-17,SHG,32201.49667688498,32201.49667688498,0.020657672849915685,6,6.0,71,71.0,0.0,2.2,0.05577571669477235,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-18,SHG,25227.17651814416,25227.17651814416,0.0,4,4.0,56,56.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-19,SHG,19853.84260998351,19853.84260998351,0.0,4,4.0,45,45.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-20,SHG,59242.82840124985,59242.82840124985,0.16338221814848763,10,10.0,130,130.0,0.0,2.2,0.4411319890009166,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-21,SHG,63056.82499259833,63056.82499259833,0.17366343738787227,10,10.0,137,137.0,0.0,2.2,0.46889128094725513,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-22,SHG,35848.01768863064,35848.01768863064,0.05250536412974883,6,6.0,80,80.0,0.0,2.2,0.14176448315032184,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-23,SHG,26128.45858789362,26128.45858789362,0.0,5,5.0,59,59.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-24,SHG,32275.265999240102,32275.265999240102,0.02144659377628259,6,6.0,72,72.0,0.0,2.2,0.057905803195962995,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-25,SHG,32562.818764865657,32562.818764865657,0.02417674030846186,6,6.0,72,72.0,0.0,2.2,0.06527719883284702,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-26,SHG,41536.28162799582,41536.28162799582,0.090958605664488,7,7.0,91,91.0,0.0,2.2,0.24558823529411763,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-27,SHG,76364.85338663857,76364.85338663857,0.20150491764427067,12,12.0,166,166.0,0.0,2.2,0.5440632776395308,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-28,SHG,87615.05708995396,87615.05708995396,0.21841751885135832,14,14.0,191,191.0,0.0,2.2,0.5897273008986675,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-29,SHG,54082.22878285166,54082.22878285166,0.14717202141900937,9,9.0,119,119.0,0.0,2.2,0.3973644578313253,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-06-30,SHG,49188.687910663575,49188.687910663575,0.12867917586460634,8,8.0,108,108.0,0.0,2.2,0.3474337748344371,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-01,SHG,34381.602809354445,34381.602809354445,0.040531648901171204,6,6.0,76,76.0,0.0,2.2,0.10943545203316225,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-02,SHG,40035.47684665772,40035.47684665772,0.08192090395480227,7,7.0,88,88.0,0.0,2.2,0.2211864406779661,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-03,SHG,40018.75163205409,40018.75163205409,0.08175033921302578,7,7.0,88,88.0,0.0,2.2,0.2207259158751696,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-04,SHG,78625.29446932083,78625.29446932083,0.20528314917127075,13,13.0,172,172.0,0.0,2.2,0.554264502762431,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-05,SHG,90744.36834714835,90744.36834714835,0.22238843181251558,15,15.0,198,198.0,0.0,2.2,0.6004487658937921,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-06,SHG,57865.1657284621,57865.1657284621,0.15935569630150911,10,10.0,127,127.0,0.0,2.2,0.4302603800140746,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-07,SHG,46493.933840713216,46493.933840713216,0.11678832116788322,8,8.0,102,102.0,0.0,2.2,0.3153284671532847,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-08,SHG,52568.16912300953,52568.16912300953,0.14183664687150357,9,9.0,116,116.0,0.0,2.2,0.3829589465530596,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-09,SHG,53986.661245463096,53986.661245463096,0.14684435504148854,9,9.0,119,119.0,0.0,2.2,0.3964797586120191,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-10,SHG,50428.772236706056,50428.772236706056,0.13369223867205024,8,8.0,110,110.0,0.0,2.2,0.3609690444145357,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-11,SHG,92995.57664058905,92995.57664058905,0.2250766311487374,15,15.0,203,203.0,0.0,2.2,0.607706904101591,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-12,SHG,100721.74848526547,100721.74848526547,0.2333782569631626,16,16.0,219,219.0,0.0,2.2,0.630121293800539,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-13,SHG,68486.89690340952,68486.89690340952,0.1863230921704658,11,11.0,150,150.0,0.0,2.2,0.5030723488602576,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-14,SHG,59208.96850712991,59208.96850712991,0.1633042946660553,10,10.0,130,130.0,0.0,2.2,0.44092159559834937,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-15,SHG,65967.90347228173,58051.75505560792,0.15992518120177693,11,10.0,145,127.0,0.0,2.2,0.43179798924479773,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-16,SHG,67687.12703052725,51442.21654320071,0.1376429199648197,11,9.0,148,113.0,0.0,2.2,0.3716358839050132,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-17,SHG,71967.12302894438,46058.9587385244,0.11474604578052854,12,8.0,158,102.0,0.0,2.2,0.30981432360742706,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-18,SHG,117911.61021701466,61314.03731284763,0.16913880894398936,19,10.0,257,134.0,0.0,2.2,0.4566747841487713,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-19,SHG,131371.47496135742,52548.589984542974,0.14173770774132438,21,9.0,286,116.0,0.0,2.2,0.38269181090157584,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-20,SHG,95892.32393013158,95892.32393013158,0.22834088335220837,15,15.0,208,208.0,0.0,2.2,0.6165203850509626,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-21,SHG,78412.71080479976,78412.71080479976,0.20492843951985226,13,13.0,172,172.0,0.0,2.2,0.5533067867036011,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-22,SHG,87613.02480225649,87613.02480225649,0.21841751885135832,14,14.0,191,191.0,0.0,2.2,0.5897273008986675,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-23,SHG,87170.14450307695,87170.14450307695,0.21784490812830892,14,14.0,190,190.0,0.0,2.2,0.5881812519464341,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-24,SHG,98037.40335617086,98037.40335617086,0.23063786578048553,16,16.0,214,214.0,0.0,2.2,0.6227222376073109,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-25,SHG,142156.25918152658,142156.25918152658,0.2625095492742551,23,23.0,310,310.0,0.0,2.2,0.7087757830404889,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-26,SHG,141554.16575746424,141554.16575746424,0.2622038937374125,23,23.0,308,308.0,0.0,2.2,0.7079505130910138,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-27,SHG,95208.5550497642,95208.5550497642,0.22759243417926053,15,15.0,207,207.0,0.0,2.2,0.6144995722840034,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-28,SHG,86451.26591290942,86451.26591290942,0.21688386455225836,14,14.0,189,189.0,0.0,2.2,0.5855864342910976,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-29,SHG,78448.58939817104,78448.58939817104,0.20499509719097883,13,13.0,172,172.0,0.0,2.2,0.5534867624156429,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-30,SHG,89554.41098014692,89554.41098014692,0.2209084937597898,14,14.0,194,194.0,0.0,2.2,0.5964529331514324,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-07-31,SHG,82299.75948452583,82299.75948452583,0.21100665237231295,13,13.0,179,179.0,0.0,2.2,0.569717961405245,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-01,SHG,127713.4409589065,127713.4409589065,0.254499716553288,20,20.0,278,278.0,0.0,2.2,0.6871492346938776,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-02,SHG,135891.64839904086,135891.64839904086,0.25924075924075923,22,22.0,296,296.0,0.0,2.2,0.69995004995005,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-03,SHG,91000.3712591568,91000.3712591568,0.22270286396181385,15,15.0,198,198.0,0.0,2.2,0.6012977326968975,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-04,SHG,102650.9313212204,102650.9313212204,0.2352552234858503,17,17.0,225,225.0,0.0,2.2,0.6351891034117958,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-05,SHG,106658.28707190776,106658.28707190776,0.23893767765474525,17,17.0,232,232.0,0.0,2.2,0.6451317296678122,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-06,SHG,109979.29378176604,109979.29378176604,0.24179215008639843,18,18.0,240,240.0,0.0,2.2,0.6528388052332758,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-07,SHG,92269.88204210727,92269.88204210727,0.22421656613211713,15,15.0,201,201.0,0.0,2.2,0.6053847285567162,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-08,SHG,137012.2599434348,137012.2599434348,0.25985006109845105,22,22.0,299,299.0,0.0,2.2,0.7015951649658179,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-09,SHG,144744.11877293518,144744.11877293518,0.2637716500969174,23,23.0,314,314.0,0.0,2.2,0.7121834552616769,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-10,SHG,114428.64761264843,114428.64761264843,0.2453434571123502,18,18.0,249,249.0,0.0,2.2,0.6624273342033455,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-11,SHG,88589.32883906882,88589.32883906882,0.21968536111962408,14,14.0,193,193.0,0.0,2.2,0.593150475022985,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-12,SHG,79913.82367555778,79913.82367555778,0.20734952720683994,13,13.0,175,175.0,0.0,2.2,0.5598437234584678,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-13,SHG,80965.97319362704,80965.97319362704,0.20899692651578652,13,13.0,176,176.0,0.0,2.2,0.5642917015926237,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-14,SHG,74233.44456944481,74233.44456944481,0.1977204851587737,12,12.0,162,162.0,0.0,2.2,0.533845309928689,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-15,SHG,107508.02809183588,107508.02809183588,0.2396885521885522,17,17.0,233,233.0,0.0,2.2,0.647159090909091,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-16,SHG,102228.55381265988,102228.55381265988,0.23485150267782054,16,16.0,222,222.0,0.0,2.2,0.6340990572301155,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-17,SHG,55977.50809545012,55977.50809545012,0.15349175557710962,9,9.0,123,123.0,0.0,2.2,0.41442774005819594,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-18,SHG,46355.09667277385,46355.09667277385,0.1161542215714983,8,8.0,102,102.0,0.0,2.2,0.3136163982430454,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-19,SHG,33368.13975728615,33368.13975728615,0.03159750474640629,6,6.0,74,74.0,0.0,2.2,0.08531326281529698,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-20,SHG,36675.813203375285,36675.813203375285,0.05884529977794226,6,6.0,81,81.0,0.0,2.2,0.15888230940044412,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-21,SHG,38015.652058912085,38015.652058912085,0.06854694751874331,6,6.0,84,84.0,0.0,2.2,0.18507675830060694,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-22,SHG,63650.969304028,63650.969304028,0.17516172602544963,10,10.0,139,139.0,0.0,2.2,0.472936660268714,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-23,SHG,61131.320820777095,61131.320820777095,0.16862832185950108,10,10.0,134,134.0,0.0,2.2,0.45529646902065296,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-24,SHG,27211.68358426063,27211.68358426063,0.0,5,5.0,60,60.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-25,SHG,15149.01045547836,15149.01045547836,0.0,3,3.0,35,35.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-26,SHG,10433.244773977482,10433.244773977482,0.0,2,2.0,24,24.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-27,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-28,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-29,SHG,29307.92955049493,29307.92955049493,0.0,5,5.0,64,64.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-30,SHG,32621.20399929876,32621.20399929876,0.024691358024691357,6,6.0,73,73.0,0.0,2.2,0.06666666666666667,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-08-31,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-01,SHG,9030.841371780714,9030.841371780714,0.0,2,2.0,21,21.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-02,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-03,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-04,SHG,9480.490136899552,9480.490136899552,0.0,2,2.0,22,22.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-05,SHG,36586.61620132992,36586.61620132992,0.058132343846629554,6,6.0,81,81.0,0.0,2.2,0.15695732838589982,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-06,SHG,39194.34127259855,39194.34127259855,0.0765235457063712,7,7.0,87,87.0,0.0,2.2,0.2066135734072022,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-07,SHG,8946.180670869951,8946.180670869951,0.0,2,2.0,21,21.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-08,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-09,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-10,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-11,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-12,SHG,35599.85026655314,35599.85026655314,0.05057821832507307,6,6.0,78,78.0,0.0,2.2,0.1365611894776973,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-13,SHG,34380.173903896946,34380.173903896946,0.040531648901171204,6,6.0,76,76.0,0.0,2.2,0.10943545203316225,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-14,SHG,10482.80768863278,10482.80768863278,0.0,2,2.0,24,24.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-15,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-16,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-17,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-18,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-19,SHG,40244.57185844037,40244.57185844037,0.08319280494659921,7,7.0,89,89.0,0.0,2.2,0.2246205733558179,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-20,SHG,39898.455382783686,39898.455382783686,0.08097992514460702,7,7.0,88,88.0,0.0,2.2,0.21864579789043892,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-21,SHG,8690.78262717341,8690.78262717341,0.0,2,2.0,21,21.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-22,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-23,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-24,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-25,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-26,SHG,35915.46733115119,35915.46733115119,0.05303602922650542,6,6.0,80,80.0,0.0,2.2,0.14319727891156464,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-27,SHG,40122.39830476784,40122.39830476784,0.08243121335137574,7,7.0,88,88.0,0.0,2.2,0.22256427604871448,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-28,SHG,9928.24358663396,9928.24358663396,0.0,2,2.0,23,23.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-29,SHG,12379.777078972147,12379.777078972147,0.0,2,2.0,28,28.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-09-30,SHG,14733.719218886765,14733.719218886765,0.0,3,3.0,34,34.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-01,SHG,28104.27627935136,28104.27627935136,0.0,5,5.0,63,63.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-02,SHG,39282.36320426621,39282.36320426621,0.07705597788527989,7,7.0,87,87.0,0.0,2.2,0.2080511402902557,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-03,SHG,76204.2482634553,76204.2482634553,0.20122313264457903,12,12.0,166,166.0,0.0,2.2,0.5433024581403634,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-04,SHG,79849.8935628916,79849.8935628916,0.20724243454607275,13,13.0,175,175.0,0.0,2.2,0.5595545732743965,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-05,SHG,33249.984854935625,33249.984854935625,0.030612244897959186,6,6.0,74,74.0,0.0,2.2,0.0826530612244898,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-06,SHG,11624.685644280538,11624.685644280538,0.0,2,2.0,27,27.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-07,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-08,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-09,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-10,SHG,20786.937276164623,20786.937276164623,0.0,4,4.0,46,46.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-11,SHG,17864.66502591357,17864.66502591357,0.0,3,3.0,39,39.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-12,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-13,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-14,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-15,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-16,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-17,SHG,14221.30647693734,14221.30647693734,0.0,3,3.0,32,32.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-18,SHG,16279.133598035927,16279.133598035927,0.0,3,3.0,36,36.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-19,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-20,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-21,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-22,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-23,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-24,SHG,11637.740447799228,11637.740447799228,0.0,2,2.0,27,27.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-25,SHG,13640.910975088223,13640.910975088223,0.0,3,3.0,32,32.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-26,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
2026-10-27,SHG,7286.376281773982,7286.376281773982,0.0,2,2.0,18,18.0,0.0,2.2,0.0,counterfactual_planning_simulation,shanhaiguan_five_day_continuous_rain
