date,region_code,visitor_estimate_q50,demand_scenario,data_basis,parking_capacity_basis,permanent_capacity_available,temporary_capacity_available,peak_spaces_required,permanent_spaces_open,temporary_spaces_open,unserved_spaces,capacity_status,parking_transfer_vehicle_demand,parking_transfer_visitor_demand,parking_management_action,recommended_shuttle_vehicles,entry_early_shift,entry_middle_shift,entry_late_shift,entry_staff_shifts,parking_early_shift,parking_middle_shift,parking_late_shift,parking_staff_shifts,driver_early_shift,driver_middle_shift,driver_late_shift,driver_staff_shifts,recommended_total_staff_shifts,output_status,forecast_quantile,parameter_basis,parameter_note,season,selected_temporary_spaces,selected_shuttle_vehicles,selected_staff_shifts,parking_unserved_spaces,shuttle_shortfall,staff_shortfall,standardized_experience_loss,relative_operating_cost,objective,risk_penalty,optimization_status
2026-08-07,BDH,91627.2060657094,central,derived_planning_value,historical_reference_scenario,13000,0,6750,6750,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,24,64,0,64,128,28,1,28,57,12,0,12,24,209,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,24.0,209.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-08,BDH,128678.288676214,central,derived_planning_value,historical_reference_scenario,13000,0,9479,9479,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,34,90,0,90,180,39,1,39,79,17,0,17,34,293,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,34.0,293.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-09,BDH,135081.02705673446,central,derived_planning_value,historical_reference_scenario,13000,0,9951,9951,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,36,94,1,94,189,41,1,41,83,18,0,18,36,308,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,36.0,308.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-10,BDH,109976.83995221253,central,derived_planning_value,historical_reference_scenario,13000,0,8101,8101,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,29,77,0,77,154,34,0,34,68,14,1,14,29,251,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,29.0,251.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-11,BDH,88579.34658271828,central,derived_planning_value,historical_reference_scenario,13000,0,6525,6525,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,24,62,0,62,124,27,1,27,55,12,0,12,24,203,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,24.0,203.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-12,BDH,81395.17637142583,central,derived_planning_value,historical_reference_scenario,13000,0,5996,5996,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,22,57,0,57,114,25,0,25,50,11,0,11,22,186,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,22.0,186.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-13,BDH,82266.45949362729,central,derived_planning_value,historical_reference_scenario,13000,0,6060,6060,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,22,57,1,57,115,25,1,25,51,11,0,11,22,188,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,22.0,188.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-14,BDH,76691.264657486,central,derived_planning_value,historical_reference_scenario,13000,0,5650,5650,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,20,53,1,53,107,24,0,24,48,10,0,10,20,175,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,20.0,175.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-15,BDH,104245.8873831071,central,derived_planning_value,historical_reference_scenario,13000,0,7679,7679,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,28,73,0,73,146,32,0,32,64,14,0,14,28,238,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,28.0,238.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-16,BDH,99873.96423478512,central,derived_planning_value,historical_reference_scenario,13000,0,7357,7357,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,27,70,0,70,140,31,0,31,62,13,1,13,27,229,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,27.0,229.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-17,BDH,61573.55652132472,central,derived_planning_value,historical_reference_scenario,13000,0,4536,4536,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,17,43,0,43,86,19,0,19,38,8,1,8,17,141,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,17.0,141.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-18,BDH,53605.25494110712,central,derived_planning_value,historical_reference_scenario,13000,0,3949,3949,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,14,37,1,37,75,16,1,16,33,7,0,7,14,122,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,14.0,122.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-19,BDH,42850.77929397076,central,derived_planning_value,historical_reference_scenario,13000,0,3157,3157,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,12,30,0,30,60,13,1,13,27,6,0,6,12,99,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,12.0,99.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-20,BDH,45589.85772135995,central,derived_planning_value,historical_reference_scenario,13000,0,3359,3359,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,12,32,0,32,64,14,0,14,28,6,0,6,12,104,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,12.0,104.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-21,BDH,46699.37586612053,central,derived_planning_value,historical_reference_scenario,13000,0,3440,3440,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,13,33,0,33,66,14,1,14,29,6,1,6,13,108,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,13.0,108.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-22,BDH,67927.9359370662,central,derived_planning_value,historical_reference_scenario,13000,0,5004,5004,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,18,47,1,47,95,21,0,21,42,9,0,9,18,155,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,18.0,155.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-23,BDH,65841.41956307634,central,derived_planning_value,historical_reference_scenario,13000,0,4850,4850,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,18,46,0,46,92,20,1,20,41,9,0,9,18,151,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,18.0,151.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-24,BDH,37752.62901778815,central,derived_planning_value,historical_reference_scenario,13000,0,2781,2781,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,10,26,1,26,53,12,0,12,24,5,0,5,10,87,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,10.0,87.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-25,BDH,27763.551110850047,central,derived_planning_value,historical_reference_scenario,13000,0,2046,2046,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,8,19,1,19,39,9,0,9,18,4,0,4,8,65,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,8.0,65.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-26,BDH,23858.43403767171,central,derived_planning_value,historical_reference_scenario,13000,0,1758,1758,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,7,17,0,17,34,7,1,7,15,3,1,3,7,56,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,7.0,56.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-27,BDH,20472.16294333316,central,derived_planning_value,historical_reference_scenario,13000,0,1508,1508,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,14,1,14,29,6,1,6,13,3,0,3,6,48,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,6.0,48.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-28,BDH,18697.26762848343,central,derived_planning_value,historical_reference_scenario,13000,0,1378,1378,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,1,13,27,6,0,6,12,2,1,2,5,44,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,5.0,44.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-29,BDH,39488.52652949773,central,derived_planning_value,historical_reference_scenario,13000,0,2909,2909,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,11,28,0,28,56,12,1,12,25,5,1,5,11,92,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,11.0,92.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-30,BDH,42232.24313715398,central,derived_planning_value,historical_reference_scenario,13000,0,3111,3111,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,11,29,1,29,59,13,0,13,26,5,1,5,11,96,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,11.0,96.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-08-31,BDH,16024.693644726598,central,derived_planning_value,historical_reference_scenario,13000,0,1181,1181,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,11,1,11,23,5,0,5,10,2,1,2,5,38,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",peak_summer,0.0,5.0,38.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-01,BDH,22697.106304428824,central,derived_planning_value,historical_reference_scenario,13000,0,1672,1672,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,16,0,16,32,7,0,7,14,3,0,3,6,52,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,52.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-02,BDH,20901.271968038825,central,derived_planning_value,historical_reference_scenario,13000,0,1540,1540,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,15,0,15,30,6,1,6,13,3,0,3,6,49,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,49.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-03,BDH,19477.467630442647,central,derived_planning_value,historical_reference_scenario,13000,0,1435,1435,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,14,0,14,28,6,0,6,12,3,0,3,6,46,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,46.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-04,BDH,23069.45963752324,central,derived_planning_value,historical_reference_scenario,13000,0,1700,1700,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,7,16,1,16,33,7,1,7,15,3,1,3,7,55,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,7.0,55.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-05,BDH,45515.99384450743,central,derived_planning_value,historical_reference_scenario,13000,0,3353,3353,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,12,32,0,32,64,14,0,14,28,6,0,6,12,104,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,12.0,104.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-06,BDH,47675.44628251008,central,derived_planning_value,historical_reference_scenario,13000,0,3512,3512,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,13,33,1,33,67,15,0,15,30,6,1,6,13,110,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,13.0,110.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-07,BDH,22626.99893038121,central,derived_planning_value,historical_reference_scenario,13000,0,1667,1667,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,16,0,16,32,7,0,7,14,3,0,3,6,52,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,52.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-08,BDH,18646.04046404694,central,derived_planning_value,historical_reference_scenario,13000,0,1374,1374,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,1,13,27,6,0,6,12,2,1,2,5,44,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,44.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-09,BDH,18895.735359263574,central,derived_planning_value,historical_reference_scenario,13000,0,1392,1392,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,1,13,27,6,0,6,12,2,1,2,5,44,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,44.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-10,BDH,18092.2815018687,central,derived_planning_value,historical_reference_scenario,13000,0,1333,1333,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,0,13,26,6,0,6,12,2,1,2,5,43,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,43.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-11,BDH,16705.07739333479,central,derived_planning_value,historical_reference_scenario,13000,0,1231,1231,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,12,0,12,24,5,1,5,11,2,1,2,5,40,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,40.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-12,BDH,44698.854749949794,central,derived_planning_value,historical_reference_scenario,13000,0,3293,3293,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,12,31,1,31,63,14,0,14,28,6,0,6,12,103,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,12.0,103.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-13,BDH,43688.84294926914,central,derived_planning_value,historical_reference_scenario,13000,0,3219,3219,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,12,30,1,30,61,13,1,13,27,6,0,6,12,100,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,12.0,100.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-14,BDH,23899.476998091923,central,derived_planning_value,historical_reference_scenario,13000,0,1761,1761,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,7,17,0,17,34,7,1,7,15,3,1,3,7,56,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,7.0,56.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-15,BDH,19151.97493905781,central,derived_planning_value,historical_reference_scenario,13000,0,1411,1411,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,1,13,27,6,0,6,12,2,1,2,5,44,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,44.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-16,BDH,17528.028466696756,central,derived_planning_value,historical_reference_scenario,13000,0,1292,1292,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,12,1,12,25,5,1,5,11,2,1,2,5,41,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,41.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-17,BDH,18904.90057257013,central,derived_planning_value,historical_reference_scenario,13000,0,1393,1393,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,13,1,13,27,6,0,6,12,2,1,2,5,44,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,44.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-18,BDH,19358.586322652947,central,derived_planning_value,historical_reference_scenario,13000,0,1426,1426,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,14,0,14,28,6,0,6,12,3,0,3,6,46,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,46.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-19,BDH,48545.14034038781,central,derived_planning_value,historical_reference_scenario,13000,0,3576,3576,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,13,34,0,34,68,15,0,15,30,6,1,6,13,111,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,13.0,111.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-20,BDH,48258.521909854375,central,derived_planning_value,historical_reference_scenario,13000,0,3555,3555,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,13,34,0,34,68,15,0,15,30,6,1,6,13,111,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,13.0,111.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-21,BDH,22415.504270074365,central,derived_planning_value,historical_reference_scenario,13000,0,1652,1652,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,6,16,0,16,32,7,0,7,14,3,0,3,6,52,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,6.0,52.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-22,BDH,14486.745671675264,central,derived_planning_value,historical_reference_scenario,13000,0,1068,1068,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,4,10,1,10,21,4,1,4,9,1,2,1,4,34,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,4.0,34.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-23,BDH,16625.0258960739,central,derived_planning_value,historical_reference_scenario,13000,0,1225,1225,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,12,0,12,24,5,1,5,11,2,1,2,5,40,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,40.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-24,BDH,17881.30539036716,central,derived_planning_value,historical_reference_scenario,13000,0,1318,1318,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,12,1,12,25,5,1,5,11,2,1,2,5,41,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,41.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
2026-09-25,BDH,17583.451058713974,central,derived_planning_value,historical_reference_scenario,13000,0,1296,1296,0,0,permanent_capacity_sufficient,0,0,on_site_capacity_sufficient,5,12,1,12,25,5,1,5,11,2,1,2,5,41,recommended_planning_configuration_not_operating_ledger,visitor_estimate_q50,scenario_parameter,"13,000 is the 2017 public-network reference only; private-car share, party size, service rates and fleet specification are planning parameters.",shoulder,0.0,5.0,41.0,0.0,0.0,0.0,0.0,2.2,2.2,4.0,relative_cost_and_standardized_experience_loss__not_currency_or_survey_score
